Wall time,Step,Value
1590385892.996355,0,0.01857718825340271
1590386005.061286,100,0.3207547664642334
1590386083.814634,200,0.12427136301994324
1590386153.724802,300,0.43636205792427063
1590386219.82923,400,0.3961276412010193
1590386281.002697,500,0.5073851943016052
1590386344.241856,600,0.3279677629470825
1590386405.307701,700,0.31318965554237366
1590386473.2687092,800,0.19192655384540558
1590386537.8622599,900,0.4061300754547119
1590386601.2937899,1000,0.23682257533073425
1590386660.382234,1100,0.34148162603378296
1590386718.825095,1200,0.30865678191185
1590386776.813071,1300,0.19899442791938782
1590386837.617197,1400,0.39749741554260254
1590386896.8533728,1500,0.4300452768802643
1590386953.462601,1600,0.33315685391426086
1590387010.494185,1700,0.33648937940597534
1590387068.0640068,1800,0.4121870994567871
1590387129.031818,1900,0.34785228967666626
1590387186.197558,2000,0.33958232402801514
1590387240.8419409,2100,0.39471957087516785
1590387296.097368,2200,0.5162143111228943
1590387352.9730828,2300,0.28805622458457947
