Wall time,Step,Value
1590482258.332394,21,-0.03537019342184067
1590482907.0592349,84,-0.026137277483940125
1590483183.2015114,115,0.03520376980304718
1590484412.6382415,237,0.05433783307671547
1590484698.7168312,268,-0.03524878993630409
1590484922.0500433,290,-0.007138693705201149
1590484956.6623743,293,-0.0032936292700469494
1590485164.8262396,317,-0.004610824398696423
1590485231.5221071,324,0.027325505390763283
1590485517.709165,357,0.06381528079509735
1590485942.8780253,404,-0.004057095851749182
1590486877.8422756,507,-0.018614014610648155
1590488335.033704,667,-0.014425065368413925
1590488556.7427611,693,-0.025635940954089165
1590488602.6599545,696,0.06637035310268402
1590488794.4638455,718,-0.025059640407562256
1590489913.6179373,846,0.08555277436971664
1590490098.8280325,867,-0.03497007116675377
1590490123.4866335,869,-0.03311840817332268
1590490726.44428,939,-0.02550433576107025
1590490898.8147194,959,-0.044822100549936295
1590491506.05679,1018,-0.0016161983367055655
1590492626.8812797,1154,0.06566969305276871
1590492964.3627381,1195,-0.019659265875816345
1590493360.4178307,1243,-0.003465424757450819
1590493367.3669174,1243,0.05766914039850235
1590494203.5206761,1343,0.06379366666078568
1590495608.9661684,1519,-0.0009640153148211539
1590496383.9470406,1615,-0.02285979688167572
1590496437.4439523,1623,-0.027637988328933716
1590496666.8239455,1653,-0.021448561921715736
1590497895.0786824,1809,0.020637108013033867
1590497902.923676,1810,0.0716741755604744
1590498069.8719785,1835,0.07137000560760498
1590498635.0039937,1911,-0.05791843682527542
1590499125.4021688,1978,-0.012977518141269684
1590500445.2452252,2159,-0.002171529456973076
1590500733.4131358,2200,-0.03377147763967514
1590501051.8275409,2246,-0.004462998826056719
1590501128.3099496,2255,-0.029758848249912262
1590501724.5125682,2338,-0.032957524061203
1590502113.5195618,2394,-0.003582026343792677
1590502775.5444317,2486,0.06040024384856224
1590503338.2180266,2567,0.07492557913064957
1590504127.6280613,2673,-0.030252903699874878
1590504175.4145598,2680,0.0784049704670906
1590505391.907666,2862,0.0044325958006083965
1590505834.533436,2932,0.061874836683273315
1590505951.5972018,2954,0.07277598232030869
1590506207.6863496,2995,0.02864697575569153
1590506873.2963374,3100,0.0003723250702023506
1590506936.8198903,3110,-0.013926665298640728
1590508154.0166643,3287,-0.0029655960388481617
1590508551.2767918,3350,-0.03577856719493866
1590508591.2031586,3356,0.022355418652296066
1590509112.4157057,3427,-0.027567341923713684
1590509433.255688,3483,0.07056040316820145
1590510010.4021785,3578,-0.03104165755212307
1590510780.2538157,3691,0.07180799543857574
1590511059.6760228,3730,0.06705978512763977
1590511075.0386252,3732,-0.004227031022310257
1590512106.2938502,3899,-0.0006444889586418867
1590512225.420731,3917,-0.006292493548244238
1590512933.0438023,4033,-0.010844062082469463
1590513246.3017,4090,-0.024925002828240395
1590513365.4927576,4111,-0.005407291930168867
1590513862.7611842,4182,-0.002825929084792733
1590514308.1661103,4249,-0.03801047056913376
1590514356.7398686,4254,-0.02829182893037796
1590514648.2340977,4301,-0.0011319391196593642
1590515485.1116953,4439,-0.02942599728703499
1590515646.9451122,4468,-0.030655108392238617
1590516656.50214,4630,0.07754627615213394
1590517287.8475316,4734,0.06944868713617325
1590517536.0060475,4777,-0.015466583892703056
1590517565.2914877,4784,-0.026134314015507698
1590518003.7341466,4849,0.0033217747695744038
1590520283.4679906,5200,-0.01860143058001995
1590520541.798721,5240,-0.0033045762684196234
1590520666.2170856,5261,0.05911803990602493
1590520947.5562215,5304,0.05771617591381073
1590521436.8379755,5390,0.08090754598379135
1590521891.3578258,5451,0.04718504101037979
1590521908.7743013,5453,-0.0245420653373003
1590522094.1338816,5483,0.0015291140880435705
1590522272.2111156,5510,0.07109952718019485
1590522458.3601348,5551,0.08493207395076752
1590523718.290502,5766,-0.01820765621960163
1590523798.04505,5783,0.015224835835397243
1590524185.7767937,5843,-0.026318231597542763
1590524417.7096586,5880,-0.005505086854100227
1590525021.9994848,5985,-0.027743130922317505
1590525029.9754374,5987,-0.03111758455634117
1590525638.2632391,6082,-0.01846887730062008
1590525971.743317,6145,0.08253104239702225
1590527666.46803,6439,0.06743155419826508
1590528163.8294811,6517,-0.021075822412967682
1590528245.1156533,6531,0.0029802152421325445
1590529654.9070115,6773,0.000540923560038209
1590529801.613762,6799,-0.02598893828690052
1590529891.441926,6810,0.06918267160654068
1590530368.3534138,6905,0.06897334009408951
1590531468.7483413,7111,-0.0024139191955327988
1590531697.1149676,7147,-0.00411386601626873
1590531825.5177915,7169,-0.029332803562283516
1590532147.6466258,7224,0.0024395284708589315
1590532639.7067344,7319,-0.03118996135890484
1590532700.1459706,7334,0.09416524320840836
1590532954.5546737,7390,0.014280697330832481
1590533194.044259,7437,0.0035764765925705433
1590534789.1715577,7737,0.025404516607522964
1590534866.7749937,7754,-0.009337333962321281
1590535581.6494153,7882,0.061728402972221375
1590536585.8887286,8058,0.0018645991804078221
1590537143.7885292,8161,-0.028881385922431946
1590538649.655553,8429,0.07071565091609955
1590539152.8766935,8533,0.00109885074198246
1590539255.1341317,8549,-0.013774381019175053
1590539854.5863743,8659,0.012198170647025108
1590539910.1895308,8670,-0.02391141466796398
1590540521.000443,8772,-0.03137897700071335
1590540542.4591882,8779,-0.04145172983407974
1590542973.524717,9226,-0.02204693667590618
1590544710.9053414,9558,-0.010116222314536572
1590544862.1668277,9585,0.04995511844754219
1590545721.600121,9766,0.034601904451847076
1590546012.9504094,9820,0.000721306074410677
1590546060.8772442,9827,-0.02843545749783516
1590546273.9530745,9866,0.0660722628235817
1590546970.1569123,9998,0.06831969320774078
1590547160.9002328,10027,0.07227775454521179
1590547185.178295,10031,-0.019309798255562782
1590547377.3001802,10069,-0.03679380565881729
1590547647.8053722,10122,-0.018660590052604675
1590547666.5612884,10126,0.052195653319358826
1590547829.9682734,10162,0.0020837420597672462
1590548171.9733973,10220,0.029918493703007698
1590548480.9283352,10270,0.025708014145493507
1590548585.2127051,10289,0.0687393769621849
1590549087.911436,10390,-0.01625252701342106
1590549093.452906,10391,0.0026073092594742775
1590549296.9502754,10428,0.0069885277189314365
1590549929.1180348,10540,0.05536196380853653
1590550084.3304772,10572,-0.009481116198003292
1590550277.236296,10616,0.07014237344264984
1590550459.9216638,10660,-0.03406577929854393
1590551028.0920217,10762,0.001556407194584608
1590551887.13226,10924,-0.01614787057042122
1590552896.2349951,11123,0.06072008237242699
1590553114.6127174,11165,0.0756698027253151
1590553200.619157,11179,-0.023008691146969795
1590555191.1664295,11569,-0.005750018637627363
1590555223.7759097,11574,-0.002036559861153364
1590555354.433035,11596,0.0005325325182639062
1590555417.7335265,11609,0.06943551450967789
1590555625.592253,11643,-0.015415859408676624
1590555860.7708728,11681,0.010708540678024292
1590556051.6846051,11714,0.06346770375967026
1590556363.247779,11770,0.05251927301287651
1590556708.6636221,11835,0.01178757008165121
1590556734.6685102,11841,0.04611232504248619
1590556801.3441207,11851,0.07314450293779373
1590557457.8718135,11969,-0.029744792729616165
1590558045.5098412,12074,-0.036106809973716736
1590558381.2654607,12141,0.056735485792160034
1590558386.273906,12142,-0.04515897110104561
1590558480.3764029,12161,-0.025780046358704567
1590559244.854737,12311,0.07897645980119705
1590559479.4628415,12360,0.06402930617332458
1590559488.0043907,12364,0.023526901379227638
1590559952.4276807,12451,0.050711456686258316
1590560054.5592775,12467,0.0009124850621446967
1590560884.4922693,12627,0.07631058990955353
1590561096.3380368,12666,-0.019114922732114792
1590561228.1238797,12696,0.015160171315073967
1590562330.3923082,12906,0.0355282723903656
1590562410.2614956,12924,0.018205707892775536
1590562602.2287924,12961,-0.013226587325334549
1590563586.1492732,13152,0.006159960757941008
1590564889.2334294,13399,-0.011822609230875969
1590564889.251372,13399,0.016214456409215927
1590564952.9228477,13415,-0.027012839913368225
1590565707.0762224,13571,0.08074425905942917
1590565743.0515544,13577,0.061716608703136444
1590565747.1843884,13580,-0.029349030926823616
1590566082.425132,13637,0.07060250639915466
1590566649.5348728,13753,0.04012034088373184
1590566886.7992918,13802,0.049321334809064865
1590566968.78487,13819,0.05810275301337242
1590567443.8631501,13913,-0.016443239524960518
1590567647.3758142,13958,-0.025152049958705902
1590569044.0416703,14219,0.07282749563455582
1590569314.7912335,14272,0.013797718100249767
1590570384.8460062,14485,-0.002266380237415433
1590570449.7215583,14498,-0.003937840461730957
1590570654.9168205,14531,-0.0122122997418046
1590571056.2089162,14601,-0.006451426539570093
1590571196.755923,14632,0.07085224241018295
1590571790.2991304,14736,-0.027706651017069817
1590571821.7659686,14744,0.0348387137055397
1590572202.3419728,14806,-0.017177483066916466
1590572793.1756732,14915,0.07496647536754608
1590573237.7397685,15003,-0.02600022219121456
1590573324.200001,15016,0.08324705809354782
1590573703.78075,15087,-0.01982094533741474
1590574145.2229354,15164,-0.025251025334000587
1590574535.9616978,15235,0.007034826558083296
1590574967.8668306,15306,0.015867670997977257
1590575224.6279016,15353,-0.029507335275411606
1590575274.6732523,15360,0.019917206838726997
1590577148.7243998,15703,-0.015037854202091694
1590577238.622126,15722,-0.01829557679593563
1590577913.3318684,15848,0.06915212422609329
1590578423.8999932,15940,0.013718372210860252
1590578550.2829473,15968,0.0010905558010563254
1590578723.351823,16002,-0.03928547352552414
1590579252.8824608,16104,-0.01268557459115982
1590579872.5900245,16218,0.04942738264799118
1590580165.2116082,16271,0.0820339024066925
1590580499.5922208,16329,-0.02832592837512493
